0,0,0,0,0,0,0,20
1,0.000,0.009,0.000,0.009,0.00,0.00,20
2,0.000,0.014,0.000,0.020,0.01,0.01,20
3,0.001,0.032,0.001,0.046,0.04,0.04,20
4,0.002,0.053,0.003,0.077,0.08,0.08,20
5,0.004,0.075,0.005,0.107,0.14,0.14,20
6,0.005,0.096,0.008,0.138,0.21,0.21,20
7,0.008,0.117,0.011,0.169,0.31,0.31,20
8,0.011,0.139,0.015,0.199,0.41,0.41,20
9,0.014,0.160,0.020,0.230,0.54,0.54,20
10,0.017,0.181,0.025,0.261,0.68,0.68,20
11,0.021,0.202,0.031,0.292,0.84,0.84,20
12,0.026,0.223,0.037,0.323,1.02,1.02,20
13,0.031,0.245,0.044,0.353,1.22,1.22,20
14,0.036,0.266,0.052,0.384,1.43,1.43,20
15,0.042,0.287,0.060,0.415,1.66,1.66,20
16,0.048,0.308,0.069,0.446,1.91,1.91,20
17,0.055,0.329,0.079,0.477,2.17,2.17,20
18,0.062,0.350,0.089,0.508,2.45,2.45,20
19,0.069,0.371,0.100,0.539,2.76,2.76,20
20,0.077,0.392,0.111,0.570,3.08,3.08,20
21,0.085,0.413,0.123,0.601,3.41,3.41,20
22,0.094,0.433,0.136,0.633,3.77,3.77,20
23,0.103,0.454,0.149,0.664,4.15,4.15,20
24,0.112,0.475,0.163,0.695,4.54,4.54,20
25,0.122,0.496,0.178,0.726,4.95,4.95,20
26,0.133,0.516,0.193,0.758,5.38,5.38,20
27,0.143,0.537,0.209,0.789,5.84,5.84,20
28,0.155,0.558,0.225,0.820,6.31,6.31,20
29,0.166,0.578,0.242,0.852,6.80,6.80,20
30,0.178,0.599,0.260,0.883,7.30,7.30,20
31,0.190,0.620,0.278,0.914,7.83,7.83,20
32,0.203,0.640,0.297,0.946,8.38,8.38,20
33,0.216,0.661,0.316,0.977,8.95,8.95,20
34,0.230,0.682,0.337,1.008,9.53,9.53,20
35,0.244,0.702,0.357,1.040,10.14,10.14,20
36,0.259,0.723,0.379,1.071,10.76,10.76,20
37,0.273,0.744,0.401,1.102,11.40,11.40,20
