0,0,0,0,0,0,0,20
1,0.000,0.009,0.000,0.009,-0.00,-0.00,20
2,0.000,0.020,0.000,0.015,-0.01,-0.01,20
3,0.001,0.044,0.001,0.034,-0.03,-0.03,20
4,0.003,0.073,0.002,0.057,-0.06,-0.06,20
5,0.005,0.103,0.004,0.079,-0.10,-0.10,20
6,0.008,0.132,0.006,0.102,-0.15,-0.15,20
7,0.011,0.162,0.008,0.124,-0.22,-0.22,20
8,0.015,0.191,0.011,0.147,-0.30,-0.30,20
9,0.019,0.220,0.015,0.170,-0.39,-0.39,20
10,0.024,0.250,0.018,0.192,-0.49,-0.49,20
11,0.030,0.279,0.023,0.215,-0.61,-0.61,20
12,0.036,0.308,0.028,0.238,-0.74,-0.74,20
13,0.042,0.338,0.033,0.260,-0.87,-0.87,20
14,0.050,0.367,0.038,0.283,-1.03,-1.03,20
15,0.058,0.397,0.044,0.305,-1.19,-1.19,20
16,0.066,0.426,0.051,0.328,-1.36,-1.36,20
17,0.075,0.455,0.058,0.351,-1.55,-1.55,20
18,0.085,0.485,0.066,0.373,-1.75,-1.75,20
19,0.095,0.514,0.073,0.396,-1.96,-1.96,20
20,0.106,0.543,0.082,0.419,-2.19,-2.19,20
21,0.118,0.573,0.091,0.441,-2.42,-2.42,20
22,0.130,0.602,0.100,0.464,-2.67,-2.67,20
23,0.142,0.631,0.110,0.487,-2.93,-2.93,20
24,0.156,0.661,0.120,0.509,-3.20,-3.20,20
25,0.169,0.690,0.130,0.532,-3.48,-3.48,20
26,0.184,0.719,0.142,0.555,-3.78,-3.78,20
27,0.199,0.748,0.153,0.578,-4.08,-4.08,20
28,0.214,0.778,0.165,0.600,-4.40,-4.40,20
29,0.230,0.807,0.178,0.623,-4.73,-4.73,20
30,0.247,0.836,0.191,0.646,-5.07,-5.07,20
31,0.264,0.865,0.204,0.669,-5.42,-5.42,20
32,0.282,0.894,0.218,0.692,-5.78,-5.78,20
33,0.301,0.923,0.232,0.715,-6.16,-6.16,20
34,0.320,0.952,0.247,0.738,-6.54,-6.54,20
