0,0,0,0,0,0,0,20
1,0.000,0.009,0.000,0.009,0.00,0.00,20
2,0.000,0.015,0.000,0.020,0.01,0.01,20
3,0.001,0.034,0.001,0.044,0.03,0.03,20
4,0.002,0.056,0.003,0.074,0.06,0.06,20
5,0.004,0.079,0.005,0.103,0.10,0.10,20
6,0.006,0.101,0.008,0.133,0.16,0.16,20
7,0.008,0.124,0.011,0.162,0.23,0.23,20
8,0.011,0.146,0.015,0.192,0.31,0.31,20
9,0.015,0.169,0.019,0.221,0.40,0.40,20
10,0.018,0.191,0.024,0.251,0.51,0.51,20
11,0.023,0.213,0.030,0.281,0.63,0.63,20
12,0.027,0.235,0.036,0.311,0.77,0.77,20
13,0.033,0.258,0.043,0.340,0.92,0.92,20
14,0.038,0.280,0.050,0.370,1.08,1.08,20
15,0.044,0.302,0.058,0.400,1.25,1.25,20
16,0.051,0.324,0.067,0.430,1.45,1.45,20
17,0.058,0.345,0.076,0.461,1.65,1.65,20
18,0.065,0.367,0.086,0.491,1.87,1.87,20
19,0.073,0.389,0.096,0.521,2.11,2.11,20
20,0.081,0.410,0.107,0.552,2.36,2.36,20
21,0.089,0.432,0.119,0.582,2.63,2.63,20
22,0.099,0.453,0.131,0.613,2.92,2.92,20
23,0.108,0.474,0.144,0.644,3.22,3.22,20
24,0.118,0.495,0.158,0.675,3.55,3.55,20
25,0.128,0.516,0.172,0.706,3.89,3.89,20
26,0.139,0.536,0.186,0.738,4.25,4.25,20
27,0.150,0.557,0.202,0.769,4.63,4.63,20
28,0.162,0.577,0.218,0.801,5.03,5.03,20
29,0.174,0.597,0.234,0.833,5.45,5.45,20
30,0.186,0.617,0.252,0.865,5.90,5.90,20
31,0.199,0.636,0.270,0.898,6.36,6.36,20
32,0.212,0.656,0.288,0.930,6.85,6.85,20
33,0.225,0.675,0.308,0.963,7.37,7.37,20
34,0.239,0.694,0.328,0.996,7.91,7.91,20
35,0.253,0.712,0.348,1.030,8.48,8.48,20
36,0.268,0.730,0.369,1.064,9.08,9.08,20
37,0.283,0.748,0.391,1.098,9.71,9.71,20
