0,0,0,0,0,0,0,20
1,0.000,0.009,0.000,0.009,0.00,0.00,20
2,0.000,0.016,0.000,0.019,0.01,0.01,20
3,0.001,0.035,0.001,0.043,0.02,0.02,20
4,0.002,0.058,0.003,0.072,0.05,0.05,20
5,0.004,0.081,0.005,0.101,0.08,0.08,20
6,0.006,0.105,0.007,0.129,0.13,0.13,20
7,0.009,0.128,0.011,0.158,0.18,0.18,20
8,0.012,0.151,0.014,0.187,0.24,0.24,20
9,0.015,0.174,0.019,0.216,0.32,0.32,20
10,0.019,0.197,0.023,0.245,0.40,0.40,20
11,0.023,0.220,0.029,0.274,0.50,0.50,20
12,0.028,0.244,0.035,0.302,0.60,0.60,20
13,0.034,0.267,0.042,0.331,0.72,0.72,20
14,0.039,0.289,0.049,0.361,0.85,0.85,20
15,0.046,0.312,0.057,0.390,0.99,0.99,20
16,0.052,0.335,0.065,0.419,1.14,1.14,20
17,0.059,0.358,0.074,0.448,1.30,1.30,20
18,0.067,0.381,0.084,0.477,1.47,1.47,20
19,0.075,0.403,0.094,0.507,1.65,1.65,20
20,0.084,0.426,0.104,0.536,1.85,1.85,20
21,0.093,0.448,0.116,0.566,2.06,2.06,20
22,0.102,0.471,0.128,0.595,2.29,2.29,20
23,0.112,0.493,0.140,0.625,2.52,2.52,20
24,0.122,0.515,0.153,0.655,2.77,2.77,20
25,0.133,0.537,0.167,0.685,3.04,3.04,20
26,0.144,0.559,0.181,0.715,3.32,3.32,20
27,0.156,0.580,0.196,0.746,3.62,3.62,20
28,0.168,0.602,0.212,0.776,3.93,3.93,20
29,0.180,0.623,0.228,0.807,4.26,4.26,20
30,0.193,0.645,0.245,0.837,4.60,4.60,20
31,0.206,0.666,0.262,0.868,4.96,4.96,20
32,0.220,0.686,0.280,0.900,5.35,5.35,20
33,0.234,0.707,0.299,0.931,5.75,5.75,20
34,0.249,0.727,0.318,0.963,6.17,6.17,20
35,0.264,0.748,0.338,0.994,6.61,6.61,20
36,0.279,0.768,0.358,1.026,7.07,7.07,20
37,0.295,0.787,0.379,1.059,7.56,7.56,20
